見出し,読み,原型,品詞,品詞細分類,意味情報,大見出し,中見出し,小見出し,見出し番号,文番号
明石,あかし,明石,名詞,人名,人名:日本:姓:165:0.00147,象の鼻,,,0,0
一太郎,いちたろう,一太郎,名詞,人名,自動獲得:Wikipedia Wikipedia人名 Wikipedia名 Wikipedia多義,象の鼻,,,0,0
君,くん,君,接尾辞,名詞性名詞接尾辞,代表表記:君/くん,象の鼻,,,0,0
は,は,は,助詞,副助詞,NIL,象の鼻,,,0,0
、,、,、,特殊,読点,NIL,象の鼻,,,0,0
学校,がっこう,学校,名詞,普通名詞,代表表記:学校/がっこう ドメイン:教育・学習 カテゴリ:場所-施設,象の鼻,,,0,0
の,の,の,助詞,接続助詞,NIL,象の鼻,,,0,0
お,お,お,接頭辞,名詞接頭辞,代表表記:御/お,象の鼻,,,0,0
友だち,ともだち,友だち,名詞,普通名詞,代表表記:友達/ともだち ドメイン:家庭・暮らし カテゴリ:人,象の鼻,,,0,0
や,や,や,助詞,接続助詞,NIL,象の鼻,,,0,0
近所,きんじょ,近所,名詞,普通名詞,代表表記:近所/きんじょ ドメイン:家庭・暮らし カテゴリ:場所-その他,象の鼻,,,0,0
の,の,の,助詞,接続助詞,NIL,象の鼻,,,0,0
人,じん,人,名詞,普通名詞,代表表記:人/じん カテゴリ:人 漢字読み:音,象の鼻,,,0,0
から,から,から,助詞,格助詞,NIL,象の鼻,,,0,0
、,、,、,特殊,読点,NIL,象の鼻,,,0,0
「,「,「,特殊,括弧始,NIL,象の鼻,,,0,0
智恵,ちえ,智恵,名詞,人名,人名:日本:名:800:0.00020,象の鼻,,,0,0
の,の,の,助詞,接続助詞,NIL,象の鼻,,,0,0
一太郎,いちたろう,一太郎,名詞,人名,自動獲得:Wikipedia Wikipedia人名 Wikipedia名 Wikipedia多義,象の鼻,,,0,0
」,」,」,特殊,括弧終,NIL,象の鼻,,,0,0
と,と,と,助詞,格助詞,NIL,象の鼻,,,0,0
いう,いう,いう,動詞,*,代表表記:言う/いう 補文ト,象の鼻,,,0,0
あだな,あだな,あだな,名詞,普通名詞,代表表記:徒名/あだな カテゴリ:抽象物,象の鼻,,,0,0
を,を,を,助詞,格助詞,NIL,象の鼻,,,0,0
つけ,つけ,つける,動詞,*,代表表記:付ける/つける 可能動詞:付く/つく 補文ト 付属動詞候補（基本）,象の鼻,,,0,0
られて,られて,られる,接尾辞,動詞性接尾辞,代表表記:られる/られる,象の鼻,,,0,0
い,い,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,象の鼻,,,0,0
ました,ました,ます,接尾辞,動詞性接尾辞,代表表記:ます/ます,象の鼻,,,0,0
。,。,。,特殊,句点,NIL,象の鼻,,,0,0
それ,それ,それ,指示詞,名詞形態指示詞,NIL,象の鼻,,,0,1
は,は,は,助詞,副助詞,NIL,象の鼻,,,0,1
、,、,、,特殊,読点,NIL,象の鼻,,,0,1
一太郎,いちたろう,一太郎,名詞,人名,自動獲得:Wikipedia Wikipedia人名 Wikipedia名 Wikipedia多義,象の鼻,,,0,1
君,くん,君,接尾辞,名詞性名詞接尾辞,代表表記:君/くん,象の鼻,,,0,1
が,が,が,助詞,格助詞,NIL,象の鼻,,,0,1
とても,とても,とても,副詞,*,代表表記:とても/とても 用言弱修飾,象の鼻,,,0,1
、,、,、,特殊,読点,NIL,象の鼻,,,0,1
うまい,うまい,うまい,形容詞,*,代表表記:上手い/うまい 反義:形容詞:下手だ/へただ,象の鼻,,,0,1
考,こう,考,名詞,普通名詞,代表表記:考/こう カテゴリ:抽象物 漢字読み:音,象の鼻,,,0,1
を,を,を,助詞,格助詞,NIL,象の鼻,,,0,1
出して,だして,出す,動詞,*,代表表記:出す/だす 反義:動詞:隠す/かくす;動詞:入れる/いれる 自他動詞:自:出る/でる 補文ト 付属動詞候補（基本）,象の鼻,,,0,1
、,、,、,特殊,読点,NIL,象の鼻,,,0,1
みんな,みんな,みんな,副詞,*,代表表記:皆/みんな 修飾（デ格）,象の鼻,,,0,1
を,を,を,助詞,格助詞,NIL,象の鼻,,,0,1
びっくり,びっくり,びっくり,名詞,サ変名詞,代表表記:ビックリ/びっくり カテゴリ:抽象物,象の鼻,,,0,1
さ,さ,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,象の鼻,,,0,1
せた,せた,せる,接尾辞,動詞性接尾辞,代表表記:せる/せる,象の鼻,,,0,1
こと,こと,こと,名詞,形式名詞,NIL,象の鼻,,,0,1
が,が,が,助詞,格助詞,NIL,象の鼻,,,0,1
、,、,、,特殊,読点,NIL,象の鼻,,,0,1
いく,いく,いく,動詞,*,代表表記:行く/いく ドメイン:交通 反義:動詞:帰る/かえる 付属動詞候補（タ系）,象の鼻,,,0,1
ども,ども,ども,助詞,接続助詞,NIL,象の鼻,,,0,1
あった,あった,ある,動詞,*,代表表記:有る/ある 反義:形容詞:無い/ない 補文ト,象の鼻,,,0,1
から,から,から,助詞,接続助詞,NIL,象の鼻,,,0,1
です,です,だ,判定詞,*,NIL,象の鼻,,,0,1
。,。,。,特殊,句点,NIL,象の鼻,,,0,1
近所,きんじょ,近所,名詞,普通名詞,代表表記:近所/きんじょ ドメイン:家庭・暮らし カテゴリ:場所-その他,象の鼻,,,0,2
の,の,の,助詞,接続助詞,NIL,象の鼻,,,0,2
おばさん,おばさん,おばさん,名詞,普通名詞,代表表記:伯母さん/おばさん ドメイン:家庭・暮らし カテゴリ:人,象の鼻,,,0,2
なんか,なんか,なんか,助詞,副助詞,NIL,象の鼻,,,0,2
は,は,は,助詞,副助詞,NIL,象の鼻,,,0,2
、,、,、,特殊,読点,NIL,象の鼻,,,0,2
一太郎,いちたろう,一太郎,名詞,人名,自動獲得:Wikipedia Wikipedia人名 Wikipedia名 Wikipedia多義,象の鼻,,,0,2
君,くん,君,接尾辞,名詞性名詞接尾辞,代表表記:君/くん,象の鼻,,,0,2
を,を,を,助詞,格助詞,NIL,象の鼻,,,0,2
「,「,「,特殊,括弧始,NIL,象の鼻,,,0,2
頓智,とんち,頓智,名詞,普通名詞,代表表記:頓知/とんち カテゴリ:抽象物,象の鼻,,,0,2
が,が,が,助詞,格助詞,NIL,象の鼻,,,0,2
うまい,うまい,うまい,形容詞,*,代表表記:上手い/うまい 反義:形容詞:下手だ/へただ,象の鼻,,,0,2
」,」,」,特殊,括弧終,NIL,象の鼻,,,0,2
と,と,と,助詞,格助詞,NIL,象の鼻,,,0,2
いって,いって,いう,動詞,*,代表表記:言う/いう 補文ト,象の鼻,,,0,2
ほめ,ほめ,ほめる,動詞,*,代表表記:誉める/ほめる 反義:動詞:けなす/けなす,象の鼻,,,0,2
ました,ました,ます,接尾辞,動詞性接尾辞,代表表記:ます/ます,象の鼻,,,0,2
